STAID, SOUID,    DATE,   TX, Q_TX
   417,120091,19380902,-9999,    9
   417,120091,19380903,-9999,    9
   417,120091,19380904,-9999,    9
   417,120091,19380905,-9999,    9
   417,120091,19380906,-9999,    9
   417,120091,19380907,-9999,    9
   417,120091,19380908,-9999,    9
   417,120091,19380909,-9999,    9
   417,120091,19380910,-9999,    9
   417,120091,19380911,-9999,    9
   417,120091,19380912,-9999,    9
   417,120091,19380913,-9999,    9
   417,120091,19380914,-9999,    9
   417,120091,19380915,-9999,    9
   417,120091,19380916,-9999,    9
   417,120091,19380917,-9999,    9
   417,120091,19380918,-9999,    9
   417,120091,19380919,-9999,    9
   417,120091,19380920,-9999,    9
   417,120091,19380921,-9999,    9
   417,120091,19380922,-9999,    9
   417,120091,19380923,-9999,    9
   417,120091,19380924,-9999,    9
   417,120091,19380925,-9999,    9
   417,120091,19380926,-9999,    9
   417,120091,19380927,-9999,    9
   417,120091,19380928,-9999,    9
   417,120091,19380929,-9999,    9
   417,120091,19380930,-9999,    9
   417,120091,19381001,-9999,    9
   417,120091,19381002,-9999,    9
   417,120091,19381003,-9999,    9
   417,120091,19381004,-9999,    9
   417,120091,19381005,-9999,    9
   417,120091,19381006,-9999,    9
   417,120091,19381007,-9999,    9
   417,120091,19381008,-9999,    9
   417,120091,19381009,-9999,    9
   417,120091,19381010,-9999,    9
   417,120091,19381011,-9999,    9
   417,120091,19381012,-9999,    9
   417,120091,19381013,-9999,    9
   417,120091,19381014,-9999,    9
   417,120091,19381015,-9999,    9
   417,120091,19381016,-9999,    9
   417,120091,19381017,-9999,    9
   417,120091,19381018,-9999,    9
   417,120091,19381019,-9999,    9
   417,120091,19381020,-9999,    9
   417,120091,19381021,-9999,    9
   417,120091,19381022,-9999,    9
   417,120091,19381023,-9999,    9
   417,120091,19381024,-9999,    9
   417,120091,19381025,-9999,    9
   417,120091,19381026,-9999,    9
   417,120091,19381027,-9999,    9
   417,120091,19381028,-9999,    9
   417,120091,19381029,-9999,    9
   417,120091,19381030,-9999,    9
   417,120091,19381031,-9999,    9
   417,120091,19381101,-9999,    9
   417,120091,19381102,-9999,    9
   417,120091,19381103,-9999,    9
   417,120091,19381104,-9999,    9
   417,120091,19381105,-9999,    9
   417,120091,19381106,-9999,    9
   417,120091,19381107,-9999,    9
   417,120091,19381108,-9999,    9
   417,120091,19381109,-9999,    9
   417,120091,19381110,-9999,    9
   417,120091,19381111,-9999,    9
   417,120091,19381112,-9999,    9
   417,120091,19381113,-9999,    9
   417,120091,19381114,-9999,    9
   417,120091,19381115,-9999,    9
   417,120091,19381116,-9999,    9
   417,120091,19381117,-9999,    9
   417,120091,19381118,-9999,    9
   417,120091,19381119,-9999,    9
   417,120091,19381120,-9999,    9
   417,120091,19381121,-9999,    9
   417,120091,19381122,-9999,    9
   417,120091,19381123,-9999,    9
   417,120091,19381124,-9999,    9
   417,120091,19381125,-9999,    9
   417,120091,19381126,-9999,    9
   417,120091,19381127,-9999,    9
   417,120091,19381128,-9999,    9
   417,120091,19381129,-9999,    9
   417,120091,19381130,-9999,    9
   417,120091,19381201,-9999,    9
   417,120091,19381202,-9999,    9
   417,120091,19381203,-9999,    9
   417,120091,19381204,-9999,    9
   417,120091,19381205,-9999,    9
   417,120091,19381206,-9999,    9
   417,120091,19381207,-9999,    9
   417,120091,19381208,-9999,    9
   417,120091,19381209,-9999,    9
   417,120091,19381210,-9999,    9
   417,120091,19381211,-9999,    9
   417,120091,19381212,-9999,    9
   417,120091,19381213,-9999,    9
   417,120091,19381214,-9999,    9
   417,120091,19381215,-9999,    9
   417,120091,19381216,-9999,    9
   417,120091,19381217,-9999,    9
   417,120091,19381218,-9999,    9
   417,120091,19381219,-9999,    9
   417,120091,19381220,-9999,    9
   417,120091,19381221,-9999,    9
   417,120091,19381222,-9999,    9
   417,120091,19381223,-9999,    9
   417,120091,19381224,-9999,    9
   417,120091,19381225,-9999,    9
   417,120091,19381226,-9999,    9
   417,120091,19381227,-9999,    9
   417,120091,19381228,-9999,    9
   417,120091,19381229,-9999,    9
   417,120091,19381230,-9999,    9
   417,120091,19381231,-9999,    9
   417,120091,19390101,-9999,    9
   417,120091,19390102,-9999,    9
   417,120091,19390103,-9999,    9
   417,120091,19390104,-9999,    9
   417,120091,19390105,-9999,    9
   417,120091,19390106,-9999,    9
   417,120091,19390107,-9999,    9
   417,120091,19390108,-9999,    9
   417,120091,19390109,-9999,    9
   417,120091,19390110,-9999,    9
   417,120091,19390111,-9999,    9
   417,120091,19390112,-9999,    9
   417,120091,19390113,-9999,    9
   417,120091,19390114,-9999,    9
   417,120091,19390115,-9999,    9
   417,120091,19390116,-9999,    9
   417,120091,19390117,-9999,    9
   417,120091,19390118,-9999,    9
   417,120091,19390119,-9999,    9
   417,120091,19390120,-9999,    9
   417,120091,19390121,-9999,    9
   417,120091,19390122,-9999,    9
   417,120091,19390123,-9999,    9
   417,120091,19390124,-9999,    9
   417,120091,19390125,-9999,    9
   417,120091,19390126,-9999,    9
   417,120091,19390127,-9999,    9
   417,120091,19390128,-9999,    9
   417,120091,19390129,-9999,    9
   417,120091,19390130,-9999,    9
   417,120091,19390131,-9999,    9
   417,120091,19390201,-9999,    9
   417,120091,19390202,-9999,    9
   417,120091,19390203,-9999,    9
   417,120091,19390204,-9999,    9
   417,120091,19390205,-9999,    9
   417,120091,19390206,-9999,    9
   417,120091,19390207,-9999,    9
   417,120091,19390208,-9999,    9
   417,120091,19390209,-9999,    9
   417,120091,19390210,-9999,    9
   417,120091,19390211,-9999,    9
   417,120091,19390212,-9999,    9
   417,120091,19390213,-9999,    9
   417,120091,19390214,-9999,    9
   417,120091,19390215,-9999,    9
   417,120091,19390216,-9999,    9
   417,120091,19390217,-9999,    9
   417,120091,19390218,-9999,    9
   417,120091,19390219,-9999,    9
   417,120091,19390220,-9999,    9
   417,120091,19390221,-9999,    9
   417,120091,19390222,-9999,    9
   417,120091,19390223,-9999,    9
   417,120091,19390224,-9999,    9
   417,120091,19390225,-9999,    9
   417,120091,19390226,-9999,    9
   417,120091,19390227,-9999,    9
   417,120091,19390228,-9999,    9
   417,120091,19390301,-9999,    9
   417,120091,19390302,-9999,    9
   417,120091,19390303,-9999,    9
   417,120091,19390304,-9999,    9
   417,120091,19390305,-9999,    9
   417,120091,19390306,-9999,    9
   417,120091,19390307,-9999,    9
   417,120091,19390308,-9999,    9
   417,120091,19390309,-9999,    9
   417,120091,19390310,-9999,    9
   417,120091,19390311,-9999,    9
   417,120091,19390312,-9999,    9
   417,120091,19390313,-9999,    9
   417,120091,19390314,-9999,    9
   417,120091,19390315,-9999,    9
   417,120091,19390316,-9999,    9
   417,120091,19390317,-9999,    9
   417,120091,19390318,-9999,    9
   417,120091,19390319,-9999,    9
   417,120091,19390320,-9999,    9
   417,120091,19390321,-9999,    9
   417,120091,19390322,-9999,    9
   417,120091,19390323,-9999,    9
   417,120091,19390324,-9999,    9
   417,120091,19390325,-9999,    9
   417,120091,19390326,-9999,    9
   417,120091,19390327,-9999,    9
   417,120091,19390328,-9999,    9
   417,120091,19390329,-9999,    9
   417,120091,19390330,-9999,    9
   417,120091,19390331,-9999,    9
   417,120091,19390401,-9999,    9
   417,120091,19390402,-9999,    9
   417,120091,19390403,-9999,    9
   417,120091,19390404,-9999,    9
   417,120091,19390405,-9999,    9
   417,120091,19390406,-9999,    9
   417,120091,19390407,-9999,    9
   417,120091,19390408,-9999,    9
   417,120091,19390409,-9999,    9
   417,120091,19390410,-9999,    9
   417,120091,19390411,-9999,    9
   417,120091,19390412,-9999,    9
   417,120091,19390413,-9999,    9
   417,120091,19390414,-9999,    9
   417,120091,19390415,-9999,    9
   417,120091,19390416,-9999,    9
   417,120091,19390417,-9999,    9
   417,120091,19390418,-9999,    9
   417,120091,19390419,-9999,    9
   417,120091,19390420,-9999,    9
   417,120091,19390421,-9999,    9
   417,120091,19390422,-9999,    9
   417,120091,19390423,-9999,    9
   417,120091,19390424,-9999,    9
   417,120091,19390425,-9999,    9
   417,120091,19390426,-9999,    9
   417,120091,19390427,-9999,    9
   417,120091,19390428,-9999,    9
   417,120091,19390429,-9999,    9
   417,120091,19390430,-9999,    9
   417,120091,19390501,-9999,    9
   417,120091,19390502,-9999,    9
   417,120091,19390503,-9999,    9
   417,120091,19390504,-9999,    9
   417,120091,19390505,-9999,    9
   417,120091,19390506,-9999,    9
   417,120091,19390507,-9999,    9
   417,120091,19390508,-9999,    9
   417,120091,19390509,-9999,    9
   417,120091,19390510,-9999,    9
   417,120091,19390511,-9999,    9
   417,120091,19390512,-9999,    9
   417,120091,19390513,-9999,    9
   417,120091,19390514,-9999,    9
   417,120091,19390515,-9999,    9
   417,120091,19390516,-9999,    9
   417,120091,19390517,-9999,    9
   417,120091,19390518,-9999,    9
   417,120091,19390519,-9999,    9
   417,120091,19390520,-9999,    9
   417,120091,19390521,-9999,    9
   417,120091,19390522,-9999,    9
   417,120091,19390523,-9999,    9
   417,120091,19390524,-9999,    9
   417,120091,19390525,-9999,    9
   417,120091,19390526,-9999,    9
   417,120091,19390527,-9999,    9
   417,120091,19390528,-9999,    9
   417,120091,19390529,-9999,    9
   417,120091,19390530,-9999,    9
   417,120091,19390531,-9999,    9
   417,120091,19390601,-9999,    9
   417,120091,19390602,-9999,    9
   417,120091,19390603,-9999,    9
   417,120091,19390604,-9999,    9
   417,120091,19390605,-9999,    9
   417,120091,19390606,-9999,    9
   417,120091,19390607,-9999,    9
   417,120091,19390608,-9999,    9
   417,120091,19390609,-9999,    9
   417,120091,19390610,-9999,    9
   417,120091,19390611,-9999,    9
   417,120091,19390612,-9999,    9
   417,120091,19390613,-9999,    9
   417,120091,19390614,-9999,    9
   417,120091,19390615,-9999,    9
   417,120091,19390616,-9999,    9
   417,120091,19390617,-9999,    9
   417,120091,19390618,-9999,    9
   417,120091,19390619,-9999,    9
   417,120091,19390620,-9999,    9
   417,120091,19390621,-9999,    9
   417,120091,19390622,-9999,    9
   417,120091,19390623,-9999,    9
   417,120091,19390624,-9999,    9
   417,120091,19390625,-9999,    9
   417,120091,19390626,-9999,    9
   417,120091,19390627,-9999,    9
   417,120091,19390628,-9999,    9
   417,120091,19390629,-9999,    9
   417,120091,19390630,-9999,    9
   417,120091,19390701,-9999,    9
   417,120091,19390702,-9999,    9
   417,120091,19390703,-9999,    9
   417,120091,19390704,-9999,    9
   417,120091,19390705,-9999,    9
   417,120091,19390706,-9999,    9
   417,120091,19390707,-9999,    9
   417,120091,19390708,-9999,    9
   417,120091,19390709,-9999,    9
   417,120091,19390710,-9999,    9
   417,120091,19390711,-9999,    9
   417,120091,19390712,-9999,    9
   417,120091,19390713,-9999,    9
   417,120091,19390714,-9999,    9
   417,120091,19390715,-9999,    9
   417,120091,19390716,-9999,    9
   417,120091,19390717,-9999,    9
   417,120091,19390718,-9999,    9
   417,120091,19390719,-9999,    9
   417,120091,19390720,-9999,    9
   417,120091,19390721,-9999,    9
   417,120091,19390722,-9999,    9
   417,120091,19390723,-9999,    9
   417,120091,19390724,-9999,    9
   417,120091,19390725,-9999,    9
   417,120091,19390726,-9999,    9
   417,120091,19390727,-9999,    9
   417,120091,19390728,-9999,    9
   417,120091,19390729,-9999,    9
   417,120091,19390730,-9999,    9
   417,120091,19390731,-9999,    9
   417,120091,19390801,-9999,    9
   417,120091,19390802,-9999,    9
   417,120091,19390803,-9999,    9
   417,120091,19390804,-9999,    9
   417,120091,19390805,-9999,    9
   417,120091,19390806,-9999,    9
   417,120091,19390807,-9999,    9
   417,120091,19390808,-9999,    9
   417,120091,19390809,-9999,    9
   417,120091,19390810,-9999,    9
   417,120091,19390811,-9999,    9
   417,120091,19390812,-9999,    9
   417,120091,19390813,-9999,    9
   417,120091,19390814,-9999,    9
   417,120091,19390815,-9999,    9
   417,120091,19390816,-9999,    9
   417,120091,19390817,-9999,    9
   417,120091,19390818,-9999,    9
   417,120091,19390819,-9999,    9
   417,120091,19390820,-9999,    9
   417,120091,19390821,-9999,    9
   417,120091,19390822,-9999,    9
   417,120091,19390823,-9999,    9
   417,120091,19390824,-9999,    9
   417,120091,19390825,-9999,    9
   417,120091,19390826,-9999,    9
   417,120091,19390827,-9999,    9
   417,120091,19390828,-9999,    9
   417,120091,19390829,-9999,    9
   417,120091,19390830,-9999,    9
   417,120091,19390831,-9999,    9
   417,120091,19390901,-9999,    9
   417,120091,19390902,-9999,    9
   417,120091,19390903,-9999,    9
   417,120091,19390904,-9999,    9
   417,120091,19390905,-9999,    9
   417,120091,19390906,-9999,    9
   417,120091,19390907,-9999,    9
   417,120091,19390908,-9999,    9
   417,120091,19390909,-9999,    9
   417,120091,19390910,-9999,    9
   417,120091,19390911,-9999,    9
   417,120091,19390912,-9999,    9
   417,120091,19390913,-9999,    9
   417,120091,19390914,-9999,    9
   417,120091,19390915,-9999,    9
   417,120091,19390916,-9999,    9
   417,120091,19390917,-9999,    9
   417,120091,19390918,-9999,    9
   417,120091,19390919,-9999,    9
   417,120091,19390920,-9999,    9
   417,120091,19390921,-9999,    9
   417,120091,19390922,-9999,    9
   417,120091,19390923,-9999,    9
   417,120091,19390924,-9999,    9
   417,120091,19390925,-9999,    9
   417,120091,19390926,-9999,    9
   417,120091,19390927,-9999,    9
   417,120091,19390928,-9999,    9
   417,120091,19390929,-9999,    9
   417,120091,19390930,-9999,    9
   417,120091,19391001,-9999,    9
   417,120091,19391002,-9999,    9
   417,120091,19391003,-9999,    9
   417,120091,19391004,-9999,    9
   417,120091,19391005,-9999,    9
   417,120091,19391006,-9999,    9
   417,120091,19391007,-9999,    9
   417,120091,19391008,-9999,    9
   417,120091,19391009,-9999,    9
   417,120091,19391010,-9999,    9
   417,120091,19391011,-9999,    9
   417,120091,19391012,-9999,    9
   417,120091,19391013,-9999,    9
   417,120091,19391014,-9999,    9
   417,120091,19391015,-9999,    9
   417,120091,19391016,-9999,    9
   417,120091,19391017,-9999,    9
   417,120091,19391018,-9999,    9
   417,120091,19391019,-9999,    9
   417,120091,19391020,-9999,    9
   417,120091,19391021,-9999,    9
   417,120091,19391022,-9999,    9
   417,120091,19391023,-9999,    9
   417,120091,19391024,-9999,    9
   417,120091,19391025,-9999,    9
   417,120091,19391026,-9999,    9
   417,120091,19391027,-9999,    9
   417,120091,19391028,-9999,    9
   417,120091,19391029,-9999,    9
   417,120091,19391030,-9999,    9
   417,120091,19391031,-9999,    9
   417,120091,19391101,-9999,    9
   417,120091,19391102,-9999,    9
   417,120091,19391103,-9999,    9
   417,120091,19391104,-9999,    9
   417,120091,19391105,-9999,    9
   417,120091,19391106,-9999,    9
   417,120091,19391107,-9999,    9
   417,120091,19391108,-9999,    9
   417,120091,19391109,-9999,    9
   417,120091,19391110,-9999,    9
   417,120091,19391111,-9999,    9
   417,120091,19391112,-9999,    9
   417,120091,19391113,-9999,    9
   417,120091,19391114,-9999,    9
   417,120091,19391115,-9999,    9
   417,120091,19391116,-9999,    9
   417,120091,19391117,-9999,    9
   417,120091,19391118,-9999,    9
   417,120091,19391119,-9999,    9
   417,120091,19391120,-9999,    9
   417,120091,19391121,-9999,    9
   417,120091,19391122,-9999,    9
   417,120091,19391123,-9999,    9
   417,120091,19391124,-9999,    9
   417,120091,19391125,-9999,    9
   417,120091,19391126,-9999,    9
   417,120091,19391127,-9999,    9
   417,120091,19391128,-9999,    9
   417,120091,19391129,-9999,    9
   417,120091,19391130,-9999,    9
   417,120091,19391201,-9999,    9
   417,120091,19391202,-9999,    9
   417,120091,19391203,-9999,    9
   417,120091,19391204,-9999,    9
   417,120091,19391205,-9999,    9
   417,120091,19391206,-9999,    9
   417,120091,19391207,-9999,    9
   417,120091,19391208,-9999,    9
   417,120091,19391209,-9999,    9
   417,120091,19391210,-9999,    9
   417,120091,19391211,-9999,    9
   417,120091,19391212,-9999,    9
   417,120091,19391213,-9999,    9
   417,120091,19391214,-9999,    9
   417,120091,19391215,-9999,    9
   417,120091,19391216,-9999,    9
   417,120091,19391217,-9999,    9
   417,120091,19391218,-9999,    9
   417,120091,19391219,-9999,    9
   417,120091,19391220,-9999,    9
   417,120091,19391221,-9999,    9
   417,120091,19391222,-9999,    9
   417,120091,19391223,-9999,    9
   417,120091,19391224,-9999,    9
   417,120091,19391225,-9999,    9
   417,120091,19391226,-9999,    9
   417,120091,19391227,-9999,    9
   417,120091,19391228,-9999,    9
   417,120091,19391229,-9999,    9
   417,120091,19391230,-9999,    9
   417,120091,19391231,-9999,    9
   417,120091,19400101,-9999,    9
   417,120091,19400102,-9999,    9
   417,120091,19400103,-9999,    9
   417,120091,19400104,-9999,    9
   417,120091,19400105,-9999,    9
   417,120091,19400106,-9999,    9
   417,120091,19400107,-9999,    9
   417,120091,19400108,-9999,    9
   417,120091,19400109,-9999,    9
   417,120091,19400110,-9999,    9
   417,120091,19400111,-9999,    9
   417,120091,19400112,-9999,    9
   417,120091,19400113,-9999,    9
   417,120091,19400114,-9999,    9
   417,120091,19400115,-9999,    9
   417,120091,19400116,-9999,    9
   417,120091,19400117,-9999,    9
   417,120091,19400118,-9999,    9
   417,120091,19400119,-9999,    9
   417,120091,19400120,-9999,    9
   417,120091,19400121,-9999,    9
   417,120091,19400122,-9999,    9
   417,120091,19400123,-9999,    9
   417,120091,19400124,-9999,    9
   417,120091,19400125,-9999,    9
   417,120091,19400126,-9999,    9
   417,120091,19400127,-9999,    9
   417,120091,19400128,-9999,    9
   417,120091,19400129,-9999,    9
   417,120091,19400130,-9999,    9
   417,120091,19400131,-9999,    9
   417,120091,19400201,-9999,    9
   417,120091,19400202,-9999,    9
   417,120091,19400203,-9999,    9
   417,120091,19400204,-9999,    9
   417,120091,19400205,-9999,    9
   417,120091,19400206,-9999,    9
   417,120091,19400207,-9999,    9
   417,120091,19400208,-9999,    9
   417,120091,19400209,-9999,    9
   417,120091,19400210,-9999,    9
   417,120091,19400211,-9999,    9
   417,120091,19400212,-9999,    9
   417,120091,19400213,-9999,    9
   417,120091,19400214,-9999,    9
   417,120091,19400215,-9999,    9
   417,120091,19400216,-9999,    9
   417,120091,19400217,-9999,    9
   417,120091,19400218,-9999,    9
   417,120091,19400219,-9999,    9
   417,120091,19400220,-9999,    9
   417,120091,19400221,-9999,    9
   417,120091,19400222,-9999,    9
   417,120091,19400223,-9999,    9
   417,120091,19400224,-9999,    9
   417,120091,19400225,-9999,    9
   417,120091,19400226,-9999,    9
   417,120091,19400227,-9999,    9
   417,120091,19400228,-9999,    9
